ORGANIZATION NAME,CONTACT JOB DEPARTMENTS,INDUSTRIES,HEADQUARTERS LOCATION,COUNTRY,DESCRIPTION,FOUNDED DATE,FOUNDED DATE PRECISION,FOUNDERS,NUMBER OF EMPLOYEES,FUNDING STATUS,LAST FUNDING DATE,LAST FUNDING TYPE,NUMBER OF INVESTMENTS,NUMBER OF EXITS,INDUSTRY GROUPS,IPO STATUS,IPO DATE,DELISTED DATE,DELISTED DATE PRECISION,MONEY RAISED AT IPO,MONEY RAISED AT IPO CURRENCY,MONEY RAISED AT IPO CURRENCY (IN USD),VALUATION AT IPO,VALUATION AT IPO CURRENCY,VALUATION AT IPO CURRENCY (IN USD),STOCK EXCHANGE,DIVERSITY SPOTLIGHT (US HEADQUARTERS ONLY),NUMBER OF DIVERSITY INVESTMENTS,TRANSACTION NAME,ACQUIRED BY,ANNOUNCED DATE,ANNOUNCED DATE PRECISION,PRICE,PRICE CURRENCY,PRICE CURRENCY (IN USD),LAST LEADERSHIP HIRING DATE,CB RANK (ORGANIZATION),CB RANK (COMPANY),CB RANK (SCHOOL),LAST LAYOFF MENTION DATE,HEADQUARTERS REGIONS,ESTIMATED REVENUE RANGE,OPERATING STATUS,WEBSITE,TWITTER,FACEBOOK,LINKEDIN,CONTACT EMAIL,PHONENUMBER,NUMBER OF ARTICLES,HUB TAGS,FULL DESCRIPTION,ACTIVELY HIRING,INVESTMENT STAGE,NUMBER OF FOUNDERS (ALUMNI),NUMBER OF FOUNDERS,NUMBER OF FUNDING ROUNDS,TOTAL FUNDING AMOUNT,TOTAL FUNDING AMOUNT CURRENCY,TOTAL FUNDING AMOUNT CURRENCY (IN USD),NUMBER OF ACQUISITIONS,STOCK SYMBOL,SIMILAR COMPANIES,SEMRUSH - MONTHLY VISITS,SEMRUSH - AVERAGE VISITS (6 MONTHS),SEMRUSH - VISIT DURATION,SEMRUSH - MONTHLY VISITS GROWTH,SEMRUSH - VISIT DURATION GROWTH,SEMRUSH - PAGE VIEWS / VISIT,SEMRUSH - PAGE VIEWS / VISIT GROWTH,SEMRUSH - BOUNCE RATE,SEMRUSH - BOUNCE RATE GROWTH,SEMRUSH - GLOBAL TRAFFIC RANK,SEMRUSH - MONTHLY RANK CHANGE (#),SEMRUSH - MONTHLY RANK GROWTH,ABERDEEN - IT SPEND,ABERDEEN - IT SPEND CURRENCY,ABERDEEN - IT SPEND CURRENCY (IN USD),IPQWERY - PATENTS GRANTED,IPQWERY - TRADEMARKS REGISTERED,IPQWERY - MOST POPULAR PATENT CLASS,IPQWERY - MOST POPULAR TRADEMARK CLASS,APPTOPIA - NUMBER OF APPS,APPTOPIA - DOWNLOADS LAST 30 DAYS,ORGANIZATION NAME,INDUSTRY LINKEDIN,WEBSITE,COMPANYLINKEDINURL,FACEBOOKURL,TWITTER URL,COMPANY STREET,COMPANY CITY,COMPANY STATE,COMPANY COUNTRY,COMPANY POSTAL CODE,COMPANY ADDRESS,KEYWORDS,COMPANY PHONE,SEO DESCRIPTION,TECHNOLOGIES,SIC CODES,SHORT DESCRIPTION
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With the amount of cashback distributed, we've helped our users make their dreams come true. Our app has over 3.1 million downloads and our website receives over 4.1 million access per month.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We believe that we can accomplish even more! We are committed to take our business model to the next level, beyond consumer relations. We are plural, open-minded, we challenge our limits, and want to change the world. We are Méliuz!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get to know more about our job opportunities: https://jobs.lever.co/meliuz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Méliuz,"Engineering, Operations, Product, Sales","Advertising, Affiliate Marketing, Coupons, Credit Cards, Digital Media, E-Commerce, Shopping","Belo Horizonte, Minas Gerais, Brazil",Brazil,Meliuz owns and operates an online platform that offers consumers with free discount coupons from Brazilian online stores.,1/1/2011,year,"Israel Salmen, Ofli Guimaraes",101 to 250,IPO,4/13/2021,Non-equity Assistance,,,"Advertising, Commerce and Shopping, Financial Services, Lending and Investments, Media and Entertainment, Payments, Sales and Marketing",Public,11/6/2020,,,"662,000,000",BRL,"123,396,957",,,,B3 - Brazil Stock Exchange and OTC Market,,,,,,,,,,3/17/2023,"138,776","136,869",,,Latin America,$10M to $50M,Active,meliuz.com.br/,twitter.com/meliuzoficial,facebook.com/Meliuz,linkedin.com/company/meliuz/,sac@meliuz.com.br,553125166258,15,,"Meliuz owns and operates an online platform that offers consumers with free discount coupons from Brazilian online stores. Israel Salmen and and Ofli Guimarães founded it on September 12, 2011, with its headquarters in Belo Horizonte in Brazil.",,,,2,6,,USD,,2,CASH3.SA,8,"2,676,218","3,676,604.17",504,-45.65%,"0,6",2.63,5.29%,47.47%,1.47%,"30,8","12,614",69.36%,,,,,,,,1,"142,505",Méliuz,Internet,meliuz.com.br,linkedin.com/company/meliuz,facebook.com/Meliuz/,twitter.com/MeliuzOficial,Rua Herculano de Freitas,Belo Horizonte,Minas Gerais,Brazil,,"Rua Herculano de Freitas, Belo Horizonte, State of Minas Gerais, Brazil","e-commerce, lead generation, deals, coupons, advertising, consumer internet, internet, information technology, cupom, cashback, ofertas, dinheiro de volta, inteligencia, varejo, vendas, ecommerce, dados, marketing, estrategia",553125166258,Cupom de desconto para economizar e ainda receber parte do dinheiro de volta é só no Méliuz. Quer saber como? Acesse agora mesmo!,"Route 53, Mailchimp Mandrill, Sendgrid, Gmail, Google Apps, MailChimp SPF, Microsoft Office 365, Zendesk, Amazon AWS, ExactTarget, CloudFlare, Atlassian Cloud, Google Maps (Non Paid Users), Apache, Facebook Login (Connect), Facebook Custom Audiences, Google Analytics, Google Maps, DoubleClick, Incapsula, Omniture (Adobe), Sift Science, Google Play, Google Tag Manager, Media.net, New Relic, YouTube, Typekit, OpenSSL, Mobile Friendly, WordPress.org, Google AdSense, JQuery 1.11.1, Google Font API, Google AdWords Conversion","5399, 5990","We are a technology company that offers digital solutions through a platform that integrates marketplaces and financial services, and connects over 800 partner stores with Brazilian consumers."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Through our website, app, and browser extension, we promote discounts, services, and coupons. We also develop special cashback campaigns for our marketplace partners and financial services.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are passionate about our customers and partners, and we believe in smarter ways to shop. One of our principles is to build a service in which all parties take advantage: our partners, with an increase in their sales and customer retention; our customers, who are rewarded by shopping on their favorite stores and get to enjoy multiple financial services on a single app; and our company, which receives a commission for every purchase initiated on our platform.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With the amount of cashback distributed, we've helped our users make their dreams come true. Our app has over 3.1 million downloads and our website receives over 4.1 million access per month.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We believe that we can accomplish even more! We are committed to take our business model to the next level, beyond consumer relations. We are plural, open-minded, we challenge our limits, and want to change the world. We are Méliuz!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get to know more about our job opportunities: https://jobs.lever.co/meliuz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TICS,,"Business Development, Cloud Computing, Consulting, Information Technology, Software","Bogotá, Distrito Especial, Colombia",Colombia,"TICS specializes in cloud computing, business intelligence, and IT consulting.",1/1/2013,year,,1 to 10,,,,,,"Information Technology, Internet Services, Professional Services, Software",Private,,,,,,,,,,,,,,,,,,,,5/18/2022,"112,232","110,936",,,Latin America,$1M to $10M,Active,tics-sas.com,twitter.com/tics_sas,,linkedin.com/company/tics-s.a.s-tecnologias-en-infraestructura-comunicaciones-servicios-it-y-outsourcing,,,902,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,1,,TICS,Information Technology & Services,tics-sas.com,linkedin.com/company/tics-sas,facebook.com/ticssas,,51 Carrera 26A 62,Bogotá,Bogota,Colombia,111311,"51 Carrera 26A 62, Bogotá, Bogota, Colombia, 111311","back end, cloud computing, firewall, gestion de proyectos, power apps, analitica de datos, it consulting, power bi, microsoft azure, microsoft sharepoint, microsoft viva, business intelligence, microsoft 365, automatizacion de procesos, microsoft active directory, microsoft mem, front end",,,"Outlook, Mobile Friendly, Google Font API, WordPress.org, Gusto",,Desde 2013 TICS ofrece a las empresas una amplia variedad deservicios y consultoria informatica consolidados en nuestros 4 vértices de negocio principales.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Podrá ser asesorado y orientado, respecto a sus requerimientos o necesidades, para obtener resultados de calidad, a la altura de las últimas novedades y conceptos tecnológicos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Centralice los datos corporativos y relevantes de sus áreas de negocio, manténgalos seguros y consulte de forma ágil a través de productos de la suite colaborativa de Microsoft  365 (Sharepoint, Power apps, Power automate, Virtual agents, Power BI).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khiron,"Finance, Legal, Management, Marketing, Operations, Sales","Biotechnology, Cannabis, Life Science, Medical","Bogotá, Distrito Especial, Colombia",Colombia,"Khiron is a medical cannabis company that promotes science, medicine, technology, innovation, and efficiency.",5/16/2012,day,Alvaro F. Torres,51 to 100,IPO,3/27/2023,Post-IPO Equity,,,"Biotechnology, Community and Lifestyle, Food and Beverage, Health Care, Science and Engineering",Public,7/7/2017,,,,,,,,,TSX-V - Toronto TSX Venture Exchange,,,,,,,,,,7/18/2022,"70,168","69,604",,,Latin America,Less than $1M,Active,khiron.ca,,,linkedin.com/company/khiron-life-sciences-corp,info@khiron.ca,,65,,"Khiron is a company that promotes science, medicine, technology, innovation, and efficiency, with the responsibility and commitment to contribute to Colombia’s and Latam's economies, scientific research, social structure, and protection of its environment.",,,,1,3,"13,637,194",USD,"13,637,194",1,KHRN,8,"2,043",,185,,,9.67,,33.33%,,"4,754,304",,,,,,,,,,,,Khiron,,,,,,,,,,,,,,,,,
Pampa Energia,"Engineering, Finance, Medical & Science, Operations, Sales","Information Technology, Service Industry","Buenos Aires, Distrito Federal, Argentina",Argentina,"Pampa Energia SA, (Pampa), is an Argentina-based company primarily engaged, through its subsidiaries",1/1/2005,year,Marcos Marcelo Mindlin,5.001 to 10.000,IPO,,,,,"Information Technology, Other",Public,10/16/2009,,,,,,,,,NYSE - New York Stock Exchange,,,,,,,,,,10/18/2021,"218,789","214,149",,,Latin America,,Active,pampaenergia.com,,,linkedin.com/company/pampa-energia,,,24,,"Pampa Energia SA, (Pampa), is an Argentina-based company primarily engaged, through its subsidiaries, in the generation, transmission and distribution of electric power. Electric Generation division comprises the activities of Hidroelectrica Los Nihuiles SA (HINISA), Hidroelectrica Diamante SA (HIDISA), Central Termica Guemes SA (CTG), Central Termica Loma de la Lata SA (CTLLL) and Central Piedra Buena SA (CPB); the Electric Transmission division, includes the activities of Compania de Transporte de Energia Electrica en Alta Tension Transener SA; as well as the Electric Distribution division, which its services are rendered by Empresa Distribuidora y Comercializadora Norte SA (Edenor).",,,,1,,,,,,PAM,,"3,766","18,772.17",288,-83.16%,-5.57%,2,14.15%,31.86%,-8.21%,"3,282,174","2,263,483",222.2%,,,,,,,,,,Pampa Energia,Oil & Energy,pampaenergia.com,linkedin.com/company/pampa-energia,,twitter.com/pampaenergia,Maipú,Buenos Aires,Autonomous City of Buenos Aires,Argentina,1006,"Maipú, Buenos Aires, Autonomous City of Buenos Aires, Argentina, 1006","generacion de energia electrica, refinacion e industria petroquimica, exploracion y produccion de gas, petroleo, trasmision y distribucion de energia electrica, transporte de gas",5491148099500,,"Outlook, Microsoft Office 365, Microsoft Azure Hosting, Microsoft Azure, SuccessFactors (SAP), Google Analytics, WordPress.org, Apache, reCAPTCHA, Facebook Custom Audiences, YouTube, Mobile Friendly, Google Tag Manager, Facebook Login (Connect), Facebook Widget, Google Font API",1382,"Somos una empresa argentina creada en 2005 con la visión de liderar el sector energético del país. La filosofía de la Compañía está fundada sobre las bases de un crecimiento sostenible, comprometida con una gestión transparente y la creación de valor en el largo plazo. En apenas 15 años, nos hemos nos hemos convertido en la empresa privada integrada de energía más grande de Argentina."
"Somos el mayor generador privado del país, con nueve centrales térmicas, tres centrales hidroeléctricas y tres parques eólicos, alcanzando un total de 4.955 MW de capacidad instalada y producimos el 12% de la electricidad de Argentina. Asimismo, participamos en la transmisión de electricidad a través de nuestra afiliada Transener, la cual transporta el 85% de la electricidad del país.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Por otro lado, nuestro segmento de exploración y producción está presente en las cuencas más importantes de Argentina, de las cuales obtiene gas natural y petróleo, siendo el sexto mayor productor del gas argentino. Asimismo, producimos productos petroquímicos con tres plantas petroquímicas de alta complejidad. Finalmente, a través de nuestras afiliadas participamos también en el resto de la cadena de valor de hidrocarburos: TGS es la transportadora de gas más importante de Argentina y Latinoamérica, que transporta el 60% del gas consumido en el país, y Refinor es la única refinería en el norte de Argentina con 90 estaciones de servicio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pampa Energía cuenta con más de 2.000 colaboradores, guiados por los 5 valores que conforman nuestra cultura organizacional: excelencia, espíritu emprendedor, integridad, trabajo en equipo y responsabilidad. Asimismo, junto con la Fundación Pampa Energía, llevamos adelante programas y acciones de inversión social, que contribuyen a mejorar la calidad de vida de las personas en las comunidades donde estamos presentes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aceno Mobile Services,,"Apps, iOS, Telecommunications","Londrina, Parana, Brazil",Brazil,Aceno Mobile Services is an offshoot of TSSG that focuses on mobile communications.,1/1/2003,year,,10 to 250,M&A,,,,,"Apps, Hardware, Mobile, Platforms, Software",Private,,,,,,,,,,,,,Aceno Mobile Services acquired by Zolk C,Zolk C,1/1/2011,day,,,,2/19/2020,"905,686","882,338",,,Latin America,,Active,aceno.com,twitter.com/chamacomaceno,,,,5535351302920,140,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,Aceno Mobile Services,Electrical/Electronic Manufacturing,aceno.com,linkedin.com/company/aceno,facebook.com/chamacomaceno,,212 Rua Porto Alegre,Londrina,Paraná,Brazil,86020-160,"212 Rua Porto Alegre, Londrina, Paraná, Brazil, 86020-160",,554330272255,,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Mobile Friendly, reCAPTCHA, Google Tag Manager, Google Font API, Google Analytics, WordPress.org",,We believe life is too short to be wasted on living bad experiences.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aceno is a foodtech with a mission to help bars and restaurants create incredible experiences for their customers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Our product organizes the queue of calls, bringing more comfort to consumers and more sales and organization to shop owners.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volaris,"Engineering, Finance, Human Resources, Information Technology, Legal, Management, Marketing, Operations, Product, Sales","Automotive, Hospitality, Information Technology, Internet, Transportation","Santa Fe, Santa Fe, Argentina",Argentina,Volaris is a Mexican airline service provider.,1/1/2003,year,"Carlos Mendoza Valencia, Roberto José Kriete Avila",5.001 to 10.000,IPO,,,1,,"Information Technology, Internet Services, Transportation, Travel and Tourism",Public,9/18/2013,,,"271,000,000",USD,"271,000,000",,,,NYSE - New York Stock Exchange,,,,,,,,,,3/19/2021,"157,366","154,952",,,Latin America,,Active,volaris.com,twitter.com/viajavolaris,facebook.com/viajavolaris,linkedin.com/company/volaris,,,87,,"Controladora Vuela Compania de Aviacion is an ultra-low-cost carrier, or ULCC, based in Mexico. They utilize our ULCC business model and efficient operations to offer low base fares and to stimulate demand while aiming to provide high quality customer service. They target passengers who are visiting friends and relatives.",,,,2,,,,,,VLRS,4,"7,491,726","7,892,440.67",720,8.25%,12.68%,1.83,-1.2%,61.53%,1.43%,"12,995",-454,-3.38%,,,,0,7,,"Transport, packaging and storing",,,Volaris,,,,,,,,,,,,,,,,,
SER,Sales,"Human Resources, Information Services, Training","Campina, Sao Paulo, Brazil",Brazil,SER is a human resources management company developing technological solutions.,1/1/1994,year,Sergio Falsarella Jr,11 to 50,,,,,,"Administrative Services, Education, Information Technology",Private,,,,,,,,,,,,,,,,,,,,7/19/2022,"194,198","190,552",,,Latin America,,Active,sertms.com,,facebook.com/SERHCM/,linkedin.com/company/ser-hcm/,contato@serhcm.com,,108,,"SER provides developing technological solutions including performance management processes, competency management. They offer continuous feedback, management of target contracts, development plans, competency management. Their services include plan management, salary planning, compensation calculation, salary change management, corporate education processes, distance learning, organizational climate survey, action plan management, and communication management solutions.",,,,1,,,,,,,10,,,,,,,,,,,,,,,,,,,,2,,SER,Human Resources,sertms.com,linkedin.com/company/ser-hcm,facebook.com/SERHCM/,,Rua Luís Gama,Campinas,São Paulo,Brazil,13070-717,"Rua Luís Gama, Campinas, State of São Paulo, Brazil, 13070-717","gestao de talentos, avaliacao de competencias, avaliacao de desempenho, desenvolvimento individual",551932414997,"A SER é uma empresa brasileira com mais de 25 anos de experiência, 100% focada em Soluções de Software para Gestão Estratégica de Pessoas.","DNS Made Easy, Sendgrid, Gmail, Google Apps, Microsoft Office 365, Zendesk, Google Tag Manager, Varnish, Google Font API, WordPress.org, Mobile Friendly, Google Analytics, Apache, Open AdStream (Appnexus), Remote, , Discord",,"Brazilian company specialized in strategic Human Resources management solutions, provides software, complex process structuring and Human Capital Management (HCM) solutions to corporations and state-owned enterprises. We can implement your HR business model."
FIBRA Prologis,,"Property Development, Property Management, Real Estate","Las Lomas, Mexico, Mexico",Mexico,Fibra Prologis is a real estate investment trust engaged in acquiring and operating industrial properties.,1/1/2013,day,,51 to 100,IPO,,,,,Real Estate,Public,6/4/2014,,,,,,,,,BMV - Mexican Stock Exchange,,,,,,,,,,7/21/2023,"230,363","225,248",,,Latin America,$1B to $10B,Active,fibraprologis.com,,,,kkarmani@prologis.com,,8,,"Fibra Prologis is engaged in acquiring, owning, and managing logistics and manufacturing facilities. They provide real estate investment management services such as acquisition, financing, risk management, development, and management. They offer leasing, property management, acquisitions, development, and financing services.",,,,,,,,,,FIBRAPL14,10,306,,89,-91.87%,-59.17%,03/04/2023 00:00:00,-42.54%,32.03%,179.25%,"7,796,020","4,375,701",127.93%,,,,,,,,,,FIBRA Prologis,,fibraprologis.com,linkedin.com/company/fibra-prologis,,,1236 Paseo de la Reforma,Mexico City,Federal District,Mexico,11000,"1236 Paseo de la Reforma, Mexico City, Federal District, Mexico, 11000",,525511052900,,"Route 53, Amazon AWS, reCAPTCHA, Mobile Friendly, Google Tag Manager, Apache, Google Font API",,FIBRA Prologis is a Mexico-based real estate investment trust that focuses on acquiring and operating logistics and manufacturing properties across Mexico.
GBH,"Engineering, Management","Consulting, Information Technology, Machine Learning, Product Design, UX Design","Santo Domingo, Distrito Nacional, Dominican Republic",Dominican Republic,"GBH specializes in IT, product design and engineering, machine learning, tech support and consulting services.",1/1/2005,year,,10 to 250,,,,,,"Artificial Intelligence, Data and Analytics, Design, Information Technology, Professional Services, Software",Private,,,,,,,,,,,,,,,,,,,,11/21/2022,"441,69","429,069",,,Latin America,,Active,gbh.com.do,twitter.com/SolucionesGBH,facebook.com/solucionesgbh,linkedin.com/company/gbh/,info@gbh.com.do,,6,,,,,,,,,,,,,10,"2,617",,0,454.45%,48.81%,1,-36.9%,1,63.88%,"3,957,032","-3,592,714",-47.59%,,,,,,,,1,"3,752",GBH,,,,,,,,,,,,,,,,,
